web-scraper-order,web-scraper-start-url,answers,pagination,pagination-href,clues
"1616687234-173322","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","They can blow a lot of hot air :"
"1616687234-173177","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687240-173509","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687240-173459","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687234-173258","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","null"
"1616687240-173385","https://www.xwordinfo.com/Crossword?date=03/24/2021",": ISUREAM","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687234-173351","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","null"
"1616687234-173080","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687234-173260","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","null"
"1616687234-173179","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687240-173538","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","null"
"1616687234-173230","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","null"
"1616687234-173357","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","null"
"1616687240-173393","https://www.xwordinfo.com/Crossword?date=03/24/2021",": KEITEL","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687234-173174","https://www.xwordinfo.com/Crossword?date=03/24/2021",": NOLO","","",""
"1616687234-173078","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687240-173653","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","null"
"1616687234-173221","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Catch :"
"1616687234-173303","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","null"
"1616687234-173134","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687234-173109","https://www.xwordinfo.com/Crossword?date=03/24/2021",": WHOWOREITBETTER","","",""
"1616687240-173401","https://www.xwordinfo.com/Crossword?date=03/24/2021",": GRAINY","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687234-173308","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Spinning :"
"1616687234-173255","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Question asked regarding two red-carpet photos of those named in the starred clues? :"
"1616687240-173564","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","null"
"1616687240-173658","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","One role for Harriet Tubman in the Civil War :"
"1616687234-173216","https://www.xwordinfo.com/Crossword?date=03/24/2021",": PTSD","","",""
"1616687234-173183","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687240-173553","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Opposite of [circled letters] :"
"1616687234-173196","https://www.xwordinfo.com/Crossword?date=03/24/2021",": EDAM","","",""
"1616687240-173369","https://www.xwordinfo.com/Crossword?date=03/24/2021",": YALU","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687240-173434","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687240-173407","https://www.xwordinfo.com/Crossword?date=03/24/2021",": PRURIENT","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687234-173081","https://www.xwordinfo.com/Crossword?date=03/24/2021",": ALL","","",""
"1616687234-173162","https://www.xwordinfo.com/Crossword?date=03/24/2021",": AREEL","","",""
"1616687234-173338","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Body of water in northern Russia :"
"1616687234-173143","https://www.xwordinfo.com/Crossword?date=03/24/2021",": TED","","",""
"1616687234-173356","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","""Rolling in the Deep"" hitmaker :"
"1616687240-173654","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Happy states :"
"1616687234-173340","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Like tightrope walkers and household budgets, ideally :"
"1616687240-173409","https://www.xwordinfo.com/Crossword?date=03/24/2021",": TIL","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687234-173346","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Scrap :"
"1616687240-173575","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","""Quick, get that dog some ___"" (old ad slogan) :"
"1616687234-173304","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Tre x due :"
"1616687240-173657","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","null"
"1616687234-173297","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","null"
"1616687234-173282","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","null"
"1616687234-173096","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687234-173181","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687234-173121","https://www.xwordinfo.com/Crossword?date=03/24/2021",": FOOTIEPAJAMAS","","",""
"1616687234-173091","https://www.xwordinfo.com/Crossword?date=03/24/2021",": ANNE","","",""
"1616687240-173412","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687240-173573","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Prefix with aggression :"
"1616687240-173651","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","null"
"1616687240-173523","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Standing by :"
"1616687240-173579","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Cry made while removing a jacket :"
"1616687240-173630","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Do some wishful thinking? :"
"1616687234-173298","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Runway model? :"
"1616687240-173446","https://www.xwordinfo.com/Crossword?date=03/24/2021",": YARN","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687234-173099","https://www.xwordinfo.com/Crossword?date=03/24/2021",": PASSON","","",""
"1616687240-173568","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","null"
"1616687240-173634","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Word before food or theory :"
"1616687234-173294","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Driver's danger :"
"1616687234-173112","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687240-173453","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687240-173480","https://www.xwordinfo.com/Crossword?date=03/24/2021",": PRISONERS","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687234-173269","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","""It's almost my turn!"" :"
"1616687240-173618","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Start of a counting-out rhyme :"
"1616687234-173152","https://www.xwordinfo.com/Crossword?date=03/24/2021",": AIRLINER","","",""
"1616687240-173596","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Jazz's Mary ___ Williams :"
"1616687240-173514","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","null"
"1616687234-173325","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","null"
"1616687234-173300","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Silk center of India :"
"1616687234-173359","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","null"
"1616687240-173479","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687234-173289","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Bear in a 2012 comedy :"
"1616687240-173426","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687234-173187","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687240-173520","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","null"
"1616687234-173315","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","null"
"1616687234-173097","https://www.xwordinfo.com/Crossword?date=03/24/2021",": DENIMOVERALLS","","",""
"1616687240-173505","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687234-173151","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687240-173421","https://www.xwordinfo.com/Crossword?date=03/24/2021",": TANG","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687234-173286","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","null"
"1616687240-173594","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Division of the Justice Dept. :"
"1616687240-173398","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687240-173583","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Dispatch, in a way :"
"1616687240-173447","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687234-173186","https://www.xwordinfo.com/Crossword?date=03/24/2021",": STRESSOUT","","",""
"1616687240-173465","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687240-173528","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","null"
"1616687240-173638","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Mat used for judo :"
"1616687234-173180","https://www.xwordinfo.com/Crossword?date=03/24/2021",": ASHE","","",""
"1616687234-173210","https://www.xwordinfo.com/Crossword?date=03/24/2021",": ADELE","","",""
"1616687234-173203","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687234-173114","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687234-173088","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687240-173641","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","null"
"1616687240-173610","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Now we're in the Phanerozoic one :"
"1616687234-173153","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687240-173396","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687234-173291","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","null"
"1616687234-173272","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","null"
"1616687234-173324","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Hound's ""hands"" :"
"1616687234-173102","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687234-173086","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687234-173132","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687240-173605","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","null"
"1616687234-173182","https://www.xwordinfo.com/Crossword?date=03/24/2021",": AESOP","","",""
"1616687240-173628","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Supercomputing pioneer Seymour :"
"1616687240-173440","https://www.xwordinfo.com/Crossword?date=03/24/2021",": ECO","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687240-173462","https://www.xwordinfo.com/Crossword?date=03/24/2021",": TEEMED","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687240-173541","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Composer Rorem :"
"1616687240-173445","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687240-173563","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Sycophant :"
"1616687234-173239","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","What doesn't go a long. way? :"
"1616687234-173347","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","null"
"1616687240-173477","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687234-173241","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Ready to roll :"
"1616687234-173283","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Big ___ (praise, slangily) :"
"1616687240-173499","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687240-173551","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Color on the flag of every permanent U.N. Security Council member :"
"1616687240-173636","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Five-point rugby play :"
"1616687234-173232","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","null"
"1616687240-173372","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687240-173622","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Most charitable :"
"1616687240-173395","https://www.xwordinfo.com/Crossword?date=03/24/2021",": NED","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687234-173110","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687240-173473","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687240-173519","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Brazilian export :"
"1616687240-173384","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687240-173631","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","null"
"1616687240-173526","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","null"
"1616687234-173117","https://www.xwordinfo.com/Crossword?date=03/24/2021",": IFSO","","",""
"1616687234-173104","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687240-173423","https://www.xwordinfo.com/Crossword?date=03/24/2021",": ABATE","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687240-173531","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","""You betcha!"" :"
"1616687234-173295","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","null"
"1616687234-173348","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Podcaster Maron :"
"1616687240-173488","https://www.xwordinfo.com/Crossword?date=03/24/2021",": PET","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687234-173206","https://www.xwordinfo.com/Crossword?date=03/24/2021",": OMNIA","","",""
"1616687234-173139","https://www.xwordinfo.com/Crossword?date=03/24/2021",": DADA","","",""
"1616687234-173100","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687234-173279","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Happening now :"
"1616687240-173424","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687234-173092","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687234-173330","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Home to the Christ the Redeemer statue, in brief :"
"1616687234-173115","https://www.xwordinfo.com/Crossword?date=03/24/2021",": RIC","","",""
"1616687240-173467","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687234-173313","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","null"
"1616687240-173454","https://www.xwordinfo.com/Crossword?date=03/24/2021",": GONUCLEAR","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687240-173388","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687240-173522","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","null"
"1616687240-173400","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687234-173158","https://www.xwordinfo.com/Crossword?date=03/24/2021",": SEI","","",""
"1616687234-173075","https://www.xwordinfo.com/Crossword?date=03/24/2021",": NAB","","",""
"1616687240-173580","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","null"
"1616687240-173486","https://www.xwordinfo.com/Crossword?date=03/24/2021",": ENID","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687240-173542","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","null"
"1616687234-173316","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Wine dregs :"
"1616687240-173595","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","null"
"1616687240-173429","https://www.xwordinfo.com/Crossword?date=03/24/2021",": ALPO","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687240-173420","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687240-173549","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Like horsehair :"
"1616687240-173373","https://www.xwordinfo.com/Crossword?date=03/24/2021",": ACAI","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687234-173156","https://www.xwordinfo.com/Crossword?date=03/24/2021",": BLUTO","","",""
"1616687234-173240","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","null"
"1616687234-173223","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Onetime Volvo competitors :"
"1616687234-173213","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687234-173087","https://www.xwordinfo.com/Crossword?date=03/24/2021",": SAILORSUIT","","",""
"1616687240-173507","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687234-173120","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687234-173292","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","___ Kim, 7-year-old star of the Golden Globe-winning ""Minari"" :"
"1616687240-173544","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","null"
"1616687234-173193","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687234-173271","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Judo ranking :"
"1616687240-173406","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687234-173131","https://www.xwordinfo.com/Crossword?date=03/24/2021",": TRENCHCOAT","","",""
"1616687234-173094","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687234-173148","https://www.xwordinfo.com/Crossword?date=03/24/2021",": BLINDSPOT","","",""
"1616687234-173212","https://www.xwordinfo.com/Crossword?date=03/24/2021",": JANIE","","",""
"1616687240-173652","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Estadio cheer :"
"1616687240-173613","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","null"
"1616687234-173248","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","null"
"1616687234-173098","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616687240-173624","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Got loaded :"
"1616687234-173222","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","null"
"1616687240-173537","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Legal cover-up? :"
"1616687240-173478","https://www.xwordinfo.com/Crossword?date=03/24/2021",": TIEDONEON","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687240-173461","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687234-173288","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","null"
"1616687240-173513","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","They can be found just above a six-pack :"
"1616687240-173370","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616687234-173257","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","First name among late-night TV hosts :"
